"TRANSACTION_ID","STORE_ID","TRANSACTION_DATE","PRODUCT_ID","QUANTITY","DISCOUNT_PERCENT","O_QUANTITY","O_DISCOUNT","O_TRANSACTION_DATE","REJECT_FLAG","REJECT_REASON"
"103025","106","10/31/2024","P_021","-3","20",3,20,"10/31/2024",0,"Valid"
"103081","107","10/27/2024","P_048","-5","20",5,20,"10/27/2024",0,"Valid"
"103152","106","11/23/2024","P_036","4","0",4,0,"11/23/2024",0,"Valid"
"103176","106","11/24/2024","P_031","5","0",5,0,"11/24/2024",0,"Valid"
"103226","108","11/28/2024","P_017","-1","0",1,0,"11/28/2024",0,"Valid"
"103278","107","11/5/2024","P_029","-5","10",5,10,"11/5/2024",0,"Valid"
"103351","107","11/27/2024","P_015","5","-10",5,10,"11/27/2024",0,"Valid"
"103363","101","11/30/2024","P_048","-1","5",1,5,"11/30/2024",0,"Valid"
"103366","102","11/12/2024","P_002","-4","20",4,20,"11/12/2024",0,"Valid"
"103545","106","11/21/2024","P_041","4","-15",4,15,"11/21/2024",0,"Valid"
"103567","105","11/6/2024","P_013","2","-10",2,10,"11/6/2024",0,"Valid"
"103610","108","11/7/2024","P_004","-1","5",1,5,"11/7/2024",0,"Valid"
"103622","107","12/13/2024","P_010","4","-15",4,15,"12/13/2024",0,"Valid"
"103638","103","12/10/2024","P_009","-3","0",3,0,"12/10/2024",0,"Valid"
"103728","106","12/4/2024","P_033","-4","15",4,15,"12/4/2024",0,"Valid"
"103742","102","12/19/2024","P_044","-5","20",5,20,"12/19/2024",0,"Valid"
"103771","106","12/22/2024","P_018","-3","0",3,0,"12/22/2024",0,"Valid"
"103818","107","12/29/2024","P_033","-4","0",4,0,"12/29/2024",0,"Valid"
"103845","102","12/25/2024","P_019","-2","20",2,20,"12/25/2024",0,"Valid"
"103863","104","12/22/2024","P_017","4","-20",4,20,"12/22/2024",0,"Valid"
"103887","108","12/1/2024","P_026","-1","0",1,0,"12/1/2024",0,"Valid"
"103892","105","12/5/2024","P_023","4","0",4,0,"12/5/2024",0,"Valid"
"103903","101","12/26/2024","P_046","-1","0",1,0,"12/26/2024",0,"Valid"
"103921","101","12/13/2024","P_019","-4","0",4,0,"12/13/2024",0,"Valid"
"103960","101","12/12/2024","P_033","3","-5",3,5,"12/12/2024",0,"Valid"
"104043","102","12/13/2024","P_050","-5","0",5,0,"12/13/2024",0,"Valid"
"104101","107","1/10/2025","P_039","3","0",3,0,"1/10/2025",0,"Valid"
"104122","102","1/29/2025","P_015","4","0",4,0,"1/29/2025",0,"Valid"
"104170","105","1/21/2025","P_035","-4","5",4,5,"1/21/2025",0,"Valid"
"104200","107","1/29/2025","P_044","-3","20",3,20,"1/29/2025",0,"Valid"
"104206","104","1/19/2025","P_032","1","-15",1,15,"1/19/2025",0,"Valid"
"104241","103","1/23/2025","P_027","-1","15",1,15,"1/23/2025",0,"Valid"
"104267","103","1/24/2025","P_025","-4","20",4,20,"1/24/2025",0,"Valid"
"104320","102","1/7/2025","P_008","-2","20",2,20,"1/7/2025",0,"Valid"
"104334","103","1/11/2025","P_032","1","-10",1,10,"1/11/2025",0,"Valid"
"104371","103","1/4/2025","P_047","-2","5",2,5,"1/4/2025",0,"Valid"
"104372","101","1/31/2025","P_031","-3","0",3,0,"1/31/2025",0,"Valid"
"104379","107","1/27/2025","P_025","4","-20",4,20,"1/27/2025",0,"Valid"
"104420","108","1/25/2025","P_029","4","-5",4,5,"1/25/2025",0,"Valid"
"104453","107","1/7/2025","P_032","-4","20",4,20,"1/7/2025",0,"Valid"
"104505","108","1/27/2025","P_001","-5","20",5,20,"1/27/2025",0,"Valid"
"104532","103","1/15/2025","P_038","3","-15",3,15,"1/15/2025",0,"Valid"
"104631","106","2/7/2025","P_031","-3","15",3,15,"2/7/2025",0,"Valid"
"104697","105","2/3/2025","P_040","-4","5",4,5,"2/3/2025",0,"Valid"
"104747","102","2/18/2025","P_040","-5","5",5,5,"2/18/2025",0,"Valid"
"104747","102","2/18/2025","P_040","-5","5",5,5,"2/18/2025",0,"Valid"
"104830","105","2/8/2025","P_021","-4","0",4,0,"2/8/2025",0,"Valid"
"104830","105","2/8/2025","P_021","-4","0",4,0,"2/8/2025",0,"Valid"
"104884","108","2/7/2025","P_002","1","-20",1,20,"2/7/2025",0,"Valid"
"105005","106","2/21/2025","P_012","-5","10",5,10,"2/21/2025",0,"Valid"
"105014","102","2/4/2025","P_013","-1","15",1,15,"2/4/2025",0,"Valid"
"105032","103","2/20/2025","P_030","-3","5",3,5,"2/20/2025",0,"Valid"
"105073","102","3/23/2025","P_048","-3","5",3,5,"3/23/2025",0,"Valid"
"105084","105","3/18/2025","P_002","4","-10",4,10,"3/18/2025",0,"Valid"
"105244","102","3/6/2025","P_031","-1","20",1,20,"3/6/2025",0,"Valid"
"105248","101","3/1/2025","P_038","2","0",2,0,"3/1/2025",0,"Valid"
"105268","102","3/6/2025","P_019","-2","5",2,5,"3/6/2025",0,"Valid"
"105354","108","3/6/2025","P_033","3","-15",3,15,"3/6/2025",0,"Valid"
"105405","103","3/28/2025","P_036","-3","5",3,5,"3/28/2025",0,"Valid"
"105414","106","3/5/2025","P_023","-3","5",3,5,"3/5/2025",0,"Valid"
"105445","107","3/21/2025","P_024","2","-15",2,15,"3/21/2025",0,"Valid"
"105449","103","3/10/2025","P_002","4","-10",4,10,"3/10/2025",0,"Valid"
"105453","105","3/26/2025","P_023","-5","15",5,15,"3/26/2025",0,"Valid"
"105458","104","3/27/2025","P_001","4","-10",4,10,"3/27/2025",0,"Valid"
"105488","102","3/14/2025","P_021","2","-15",2,15,"3/14/2025",0,"Valid"
"105494","108","3/7/2025","P_036","4","-15",4,15,"3/7/2025",0,"Valid"
"105580","102","4/1/2025","P_046","2","-10",2,10,"4/1/2025",0,"Valid"
"105623","108","4/27/2025","P_027","1","-20",1,20,"4/27/2025",0,"Valid"
"105700","102","4/29/2025","P_006","4","-10",4,10,"4/29/2025",0,"Valid"
"105747","106","4/16/2025","P_030","1","0",1,0,"4/16/2025",0,"Valid"
"105759","106","4/13/2025","P_007","1","0",1,0,"4/13/2025",0,"Valid"
"105772","102","4/21/2025","P_041","-1","0",1,0,"4/21/2025",0,"Valid"
"105888","107","4/2/2025","P_025","3","-5",3,5,"4/2/2025",0,"Valid"
"105979","107","5/15/2025","P_031","4","-5",4,5,"5/15/2025",0,"Valid"
"105979","107","5/15/2025","P_031","4","-5",4,5,"5/15/2025",0,"Valid"
"106066","103","5/5/2025","P_029","4","-5",4,5,"5/5/2025",0,"Valid"
"106072","103","5/2/2025","P_017","2","-20",2,20,"5/2/2025",0,"Valid"
"106092","103","5/20/2025","P_041","4","-15",4,15,"5/20/2025",0,"Valid"
"106183","107","5/17/2025","P_012","4","-5",4,5,"5/17/2025",0,"Valid"
"106186","107","5/19/2025","P_044","-1","15",1,15,"5/19/2025",0,"Valid"
"106288","101","5/1/2025","P_048","1","-20",1,20,"5/1/2025",0,"Valid"
"106317","102","5/27/2025","P_014","-5","0",5,0,"5/27/2025",0,"Valid"
"106349","105","5/31/2025","P_024","-3","20",3,20,"5/31/2025",0,"Valid"
"106359","107","5/21/2025","P_003","4","-20",4,20,"5/21/2025",0,"Valid"
"106366","103","5/3/2025","P_012","4","0",4,0,"5/3/2025",0,"Valid"
"106366","103","5/3/2025","P_012","4","0",4,0,"5/3/2025",0,"Valid"
"106465","106","6/23/2025","P_043","2","-5",2,5,"6/23/2025",0,"Valid"
"106467","108","6/14/2025","P_002","2","-20",2,20,"6/14/2025",0,"Valid"
"106481","104","6/13/2025","P_010","-3","5",3,5,"6/13/2025",0,"Valid"
"106518","106","6/4/2025","P_005","-1","10",1,10,"6/4/2025",0,"Valid"
"106524","108","6/9/2025","P_002","-5","20",5,20,"6/9/2025",0,"Valid"
"106571","103","6/3/2025","P_038","-1","15",1,15,"6/3/2025",0,"Valid"
"106605","106","6/30/2025","P_018","5","-5",5,5,"6/30/2025",0,"Valid"
"106609","108","6/3/2025","P_026","5","-5",5,5,"6/3/2025",0,"Valid"
"106619","108","6/26/2025","P_042","2","-15",2,15,"6/26/2025",0,"Valid"
"106622","106","6/8/2025","P_049","5","-5",5,5,"6/8/2025",0,"Valid"
"106640","105","6/18/2025","P_001","-4","20",4,20,"6/18/2025",0,"Valid"
"106770","103","7/3/2025","P_005","-4","0",4,0,"7/3/2025",0,"Valid"
"106805","105","7/17/2025","P_035","2","0",2,0,"7/17/2025",0,"Valid"
"106823","107","7/1/2025","P_027","4","-15",4,15,"7/1/2025",0,"Valid"
"106842","108","7/11/2025","P_026","-4","5",4,5,"7/11/2025",0,"Valid"
"106843","103","7/19/2025","P_039","-5","20",5,20,"7/19/2025",0,"Valid"
"106931","108","7/19/2025","P_004","3","-10",3,10,"7/19/2025",0,"Valid"
"107098","106","7/28/2025","P_004","1","0",1,0,"7/28/2025",0,"Valid"
"107129","104","7/18/2025","P_033","2","-20",2,20,"7/18/2025",0,"Valid"
"107134","104","7/17/2025","P_033","-1","10",1,10,"7/17/2025",0,"Valid"
"107139","105","7/15/2025","P_014","-5","10",5,10,"7/15/2025",0,"Valid"
"107170","107","7/24/2025","P_050","-1","10",1,10,"7/24/2025",0,"Valid"
"107211","106","8/23/2025","P_018","4","-15",4,15,"8/23/2025",0,"Valid"
"107269","107","8/15/2025","P_017","1","-20",1,20,"8/15/2025",0,"Valid"
"107293","106","8/31/2025","P_043","-2","5",2,5,"8/31/2025",0,"Valid"
"107306","104","8/23/2025","P_028","5","-5",5,5,"8/23/2025",0,"Valid"
"107345","104","8/29/2025","P_031","-2","15",2,15,"8/29/2025",0,"Valid"
"107365","108","8/3/2025","P_036","-1","20",1,20,"8/3/2025",0,"Valid"
"107390","103","8/31/2025","P_049","-5","10",5,10,"8/31/2025",0,"Valid"
"107397","107","8/1/2025","P_003","5","0",5,0,"8/1/2025",0,"Valid"
"107487","105","8/27/2025","P_038","3","-20",3,20,"8/27/2025",0,"Valid"
"107516","101","8/7/2025","P_040","-2","10",2,10,"8/7/2025",0,"Valid"
"107538","107","8/17/2025","P_003","-1","20",1,20,"8/17/2025",0,"Valid"
"107550","106","8/22/2025","P_014","-4","10",4,10,"8/22/2025",0,"Valid"
"107562","103","8/17/2025","P_020","-5","0",5,0,"8/17/2025",0,"Valid"
"107624","108","8/1/2025","P_044","-4","5",4,5,"8/1/2025",0,"Valid"
"107677","105","9/12/2025","P_016","3","-20",3,20,"9/12/2025",0,"Valid"
"107687","103","9/2/2025","P_006","2","0",2,0,"9/2/2025",0,"Valid"
"107827","106","9/2/2025","P_006","-1","15",1,15,"9/2/2025",0,"Valid"
"107835","102","9/11/2025","P_005","3","-15",3,15,"9/11/2025",0,"Valid"
"107848","108","9/13/2025","P_033","1","0",1,0,"9/13/2025",0,"Valid"
"107957","105","9/29/2025","P_003","1","-15",1,15,"9/29/2025",0,"Valid"
"107980","104","9/30/2025","P_048","4","-10",4,10,"9/30/2025",0,"Valid"
"108004","106","9/15/2025","P_025","-4","15",4,15,"9/15/2025",0,"Valid"
"108005","107","9/23/2025","P_014","2","-10",2,10,"9/23/2025",0,"Valid"
"108078","104","9/4/2025","P_041","-3","15",3,15,"9/4/2025",0,"Valid"
"108125","102","10/19/2025","P_001","2","-10",2,10,"10/19/2025",0,"Valid"
"108167","104","10/14/2025","P_019","-1","0",1,0,"10/14/2025",0,"Valid"
"108213","106","10/1/2025","P_003","3","0",3,0,"10/1/2025",0,"Valid"
"108335","108","10/17/2025","P_050","-4","15",4,15,"10/17/2025",0,"Valid"
"108357","108","10/1/2025","P_044","-1","0",1,0,"10/1/2025",0,"Valid"
"108361","106","10/11/2025","P_024","-5","10",5,10,"10/11/2025",0,"Valid"
"108371","105","10/23/2025","P_013","3","0",3,0,"10/23/2025",0,"Valid"
"108528","106","11/25/2025","P_032","-4","5",4,5,"11/25/2025",0,"Valid"
"108666","105","11/20/2025","P_045","1","-20",1,20,"11/20/2025",0,"Valid"
"108858","101","11/27/2025","P_031","-3","0",3,0,"11/27/2025",0,"Valid"
"108987","107","12/5/2025","P_044","3","-15",3,15,"12/5/2025",0,"Valid"
"109011","101","12/13/2025","P_048","3","-10",3,10,"12/13/2025",0,"Valid"
"109181","102","12/26/2025","P_016","1","-20",1,20,"12/26/2025",0,"Valid"
"109200","108","12/20/2025","P_045","-3","15",3,15,"12/20/2025",0,"Valid"
"109249","102","12/21/2025","P_036","5","0",5,0,"12/21/2025",0,"Valid"
"109285","106","12/28/2025","P_040","1","0",1,0,"12/28/2025",0,"Valid"
"109355","105","1/2/2026","P_042","-1","15",1,15,"1/2/2026",0,"Valid"
"109355","105","1/2/2026","P_042","-1","15",1,15,"1/2/2026",0,"Valid"
"109402","103","1/9/2026","P_050","-1","20",1,20,"1/9/2026",0,"Valid"
"109426","102","1/3/2026","P_047","4","-5",4,5,"1/3/2026",0,"Valid"
"109506","104","1/23/2026","P_012","-3","15",3,15,"1/23/2026",0,"Valid"
"109583","106","1/4/2026","P_009","5","-5",5,5,"1/4/2026",0,"Valid"
"109583","106","1/4/2026","P_009","5","-5",5,5,"1/4/2026",0,"Valid"
"109614","108","1/14/2026","P_005","-4","15",4,15,"1/14/2026",0,"Valid"
"109614","108","1/14/2026","P_005","-4","15",4,15,"1/14/2026",0,"Valid"
"109654","101","1/14/2026","P_020","-1","20",1,20,"1/14/2026",0,"Valid"
"109762","107","2/19/2026","P_010","1","-5",1,5,"2/19/2026",0,"Valid"
"109796","107","2/15/2026","P_013","-2","10",2,10,"2/15/2026",0,"Valid"
"109799","102","2/6/2026","P_046","5","-5",5,5,"2/6/2026",0,"Valid"
"109804","102","2/14/2026","P_039","-2","15",2,15,"2/14/2026",0,"Valid"
"109865","107","2/10/2026","P_010","4","-15",4,15,"2/10/2026",0,"Valid"
"109898","102","2/18/2026","P_035","3","-10",3,10,"2/18/2026",0,"Valid"
"109966","103","2/14/2026","P_008","-1","0",1,0,"2/14/2026",0,"Valid"
"110172","102","3/1/2026","P_049","5","-15",5,15,"3/1/2026",0,"Valid"
"110259","108","3/9/2026","P_050","-2","5",2,5,"3/9/2026",0,"Valid"
"110380","102","3/30/2026","P_009","-1","15",1,15,"3/30/2026",0,"Valid"
"110481","103","3/8/2026","P_011","4","-15",4,15,"3/8/2026",0,"Valid"
"110539","107","3/3/2026","P_040","1","-10",1,10,"3/3/2026",0,"Valid"
