TRANSACTION_ID,STORE_ID,TRANSACTION_DATE,PRODUCT_ID,QUANTITY,DISCOUNT_PERCENT,O_QUANTITY,O_DISCOUNT,O_TRANSACTION_DATE,REJECT_FLAG,REJECT_REASON
"100495","103","5/27/2024","P_010","1","150",1,150,"5/27/2024",1,"Discount >"
"100559","108","5/16/2024",,"3","5",3,5,"5/16/2024",1,"Null Produ"
"100564","102","5/22/2024","P_039","5","150",5,150,"5/22/2024",1,"Discount >"
"100575",,"5/11/2024","P_020","3","10",3,10,"5/11/2024",1,"Null Store"
"100584","101","2026/13/40","P_047","1","20",1,20,"2026/13/40",1,"Invalid Da"
"100591",,"5/31/2024","P_038","2","10",2,10,"5/31/2024",1,"Null Store"
"100599","105","5/25/2024",,"3","15",3,15,"5/25/2024",1,"Null Produ"
"100602","107","5/25/2024",,"5","5",5,5,"5/25/2024",1,"Null Produ"
"100632","101","5/20/2024","P_008","0","20",0,20,"5/20/2024",1,"Zero Quant"
"100653","101","5/29/2024",,"3","5",3,5,"5/29/2024",1,"Null Produ"
"100656",,"5/10/2024","P_003","2","10",2,10,"5/10/2024",1,"Null Store"
"100660",,"5/15/2024","P_047","4","0",4,0,"5/15/2024",1,"Null Store"
"100668","108","5/26/2024",,"4","20",4,20,"5/26/2024",1,"Null Produ"
"100695",,"5/31/2024","P_017","4","10",4,10,"5/31/2024",1,"Null Store"
"100722","101","5/5/2024","P_039","0","0",0,0,"5/5/2024",1,"Zero Quant"
"100744","107","5/25/2024","P_011","0","10",0,10,"5/25/2024",1,"Zero Quant"
"100764","101","2026/13/40","P_026","4","0",4,0,"2026/13/40",1,"Invalid Da"
"100767","103","5/8/2024",,"1","20",1,20,"5/8/2024",1,"Null Produ"
"100777","102","5/27/2024",,"4","0",4,0,"5/27/2024",1,"Null Produ"
"100785","107","5/18/2024","P_015","0","5",0,5,"5/18/2024",1,"Zero Quant"
"100787","102","2026/13/40","P_015","4","0",4,0,"2026/13/40",1,"Invalid Da"
"100787","102","2026/13/40","P_015","4","0",4,0,"2026/13/40",1,"Invalid Da"
"100818","106","5/2/2024","P_036","0","15",0,15,"5/2/2024",1,"Zero Quant"
"100820","108","5/24/2024","P_041","0","15",0,15,"5/24/2024",1,"Zero Quant"
"100820","108","5/24/2024","P_041","0","15",0,15,"5/24/2024",1,"Zero Quant"
"100836","106","5/7/2024","P_001","0","0",0,0,"5/7/2024",1,"Zero Quant"
"100843","108","2026/13/40","P_019","2","15",2,15,"2026/13/40",1,"Invalid Da"
"100846","103","5/5/2024",,"3","5",3,5,"5/5/2024",1,"Null Produ"
"100847","106","5/21/2024",,"2","20",2,20,"5/21/2024",1,"Null Produ"
"100850","103","5/17/2024","P_031","0","0",0,0,"5/17/2024",1,"Zero Quant"
"100852",,"5/19/2024","P_012","1","5",1,5,"5/19/2024",1,"Null Store"
"100862","102","5/23/2024","P_040","5","150",5,150,"5/23/2024",1,"Discount >"
"100867","105","5/22/2024","P_008","2","150",2,150,"5/22/2024",1,"Discount >"
"100879",,"5/5/2024","P_028","3","20",3,20,"5/5/2024",1,"Null Store"
"100899","103","5/1/2024","P_049","4","150",4,150,"5/1/2024",1,"Discount >"
"100903","105","5/1/2024",,"1","10",1,10,"5/1/2024",1,"Null Produ"
"100935","104","5/13/2024",,"2","0",2,0,"5/13/2024",1,"Null Produ"
"100937","103","5/26/2024",,"5","5",5,5,"5/26/2024",1,"Null Produ"
"100943","106","2026/13/40","P_037","3","5",3,5,"2026/13/40",1,"Invalid Da"
"100949","104","6/23/2024",,"5","5",5,5,"6/23/2024",1,"Null Produ"
"100959","108","2026/13/40","P_001","5","10",5,10,"2026/13/40",1,"Invalid Da"
"100971","101","6/20/2024","P_017","0","0",0,0,"6/20/2024",1,"Zero Quant"
"100980","108","6/3/2024",,"4","0",4,0,"6/3/2024",1,"Null Produ"
"101001","103","2026/13/40","P_025","2","20",2,20,"2026/13/40",1,"Invalid Da"
"101018","101","6/3/2024",,"4","20",4,20,"6/3/2024",1,"Null Produ"
"101022","106","2026/13/40","P_025","1","20",1,20,"2026/13/40",1,"Invalid Da"
"101022","103","6/26/2024",,"2","0",2,0,"6/26/2024",1,"Null Produ"
"101022","106","6/26/2024","P_023","5","150",5,150,"6/26/2024",1,"Discount >"
"101030","105","6/19/2024","P_013","0","15",0,15,"6/19/2024",1,"Zero Quant"
"101042","104","6/4/2024","P_038","3","150",3,150,"6/4/2024",1,"Discount >"
"101060",,"6/6/2024","P_024","3","5",3,5,"6/6/2024",1,"Null Store"
"101061","108","6/24/2024","P_038","2","150",2,150,"6/24/2024",1,"Discount >"
"101076","108","6/30/2024","P_032","0","0",0,0,"6/30/2024",1,"Zero Quant"
"101079",,"6/6/2024","P_037","3","15",3,15,"6/6/2024",1,"Null Store"
"101094","106","6/27/2024","P_029","2","150",2,150,"6/27/2024",1,"Discount >"
"101098","108","6/8/2024",,"5","15",5,15,"6/8/2024",1,"Null Produ"
"101101","107","2026/13/40","P_049","1","20",1,20,"2026/13/40",1,"Invalid Da"
"101113",,"6/13/2024","P_002","1","10",1,10,"6/13/2024",1,"Null Store"
"101124","102","6/22/2024",,"3","0",3,0,"6/22/2024",1,"Null Produ"
"101127","101","6/21/2024","P_023","0","10",0,10,"6/21/2024",1,"Zero Quant"
"101130",,"6/5/2024","P_025","5","5",5,5,"6/5/2024",1,"Null Store"
"101155","101","2026/13/40","P_047","3","0",3,0,"2026/13/40",1,"Invalid Da"
"101168","106","6/12/2024",,"2","5",2,5,"6/12/2024",1,"Null Produ"
"101171",,"6/14/2024","P_043","4","15",4,15,"6/14/2024",1,"Null Store"
"101182","103","6/9/2024","P_029","0","15",0,15,"6/9/2024",1,"Zero Quant"
"101183","108","2026/13/40","P_042","2","5",2,5,"2026/13/40",1,"Invalid Da"
"101188","105","6/9/2024","P_048","0","5",0,5,"6/9/2024",1,"Zero Quant"
"101194","106","6/14/2024",,"5","15",5,15,"6/14/2024",1,"Null Produ"
"101215","107","6/10/2024",,"5","5",5,5,"6/10/2024",1,"Null Produ"
"101219","104","6/12/2024","P_047","0","5",0,5,"6/12/2024",1,"Zero Quant"
"101256","106","6/16/2024","P_012","0","0",0,0,"6/16/2024",1,"Zero Quant"
"101267","101","6/7/2024","P_019","0","5",0,5,"6/7/2024",1,"Zero Quant"
"101284",,"6/3/2024","P_028","3","20",3,20,"6/3/2024",1,"Null Store"
"101286",,"6/7/2024","P_030","4","5",4,5,"6/7/2024",1,"Null Store"
"101287","107","6/21/2024","P_033","5","150",5,150,"6/21/2024",1,"Discount >"
"101293","103","6/10/2024",,"2","20",2,20,"6/10/2024",1,"Null Produ"
"101309","105","6/12/2024","P_008","0","15",0,15,"6/12/2024",1,"Zero Quant"
"101317",,"6/29/2024","P_007","5","20",5,20,"6/29/2024",1,"Null Store"
"101321",,"6/3/2024","P_030","2","10",2,10,"6/3/2024",1,"Null Store"
"101334","101","6/4/2024","P_028","0","5",0,5,"6/4/2024",1,"Zero Quant"
"101339","105","6/15/2024","P_021","0","10",0,10,"6/15/2024",1,"Zero Quant"
"101380","106","6/10/2024",,"2","5",2,5,"6/10/2024",1,"Null Produ"
"101389",,"6/10/2024","P_042","5","0",5,0,"6/10/2024",1,"Null Store"
"101428",,"7/28/2024","P_005","5","20",5,20,"7/28/2024",1,"Null Store"
"101429","104","7/22/2024","P_001","4","150",4,150,"7/22/2024",1,"Discount >"
"101430","103","7/31/2024",,"2","10",2,10,"7/31/2024",1,"Null Produ"
"101436","103","2026/13/40","P_048","4","20",4,20,"2026/13/40",1,"Invalid Da"
"101436","103","2026/13/40","P_048","4","20",4,20,"2026/13/40",1,"Invalid Da"
"101463","103","7/27/2024",,"5","0",5,0,"7/27/2024",1,"Null Produ"
"101470","106","7/2/2024",,"3","15",3,15,"7/2/2024",1,"Null Produ"
"101560","106","7/30/2024","P_035","0","10",0,10,"7/30/2024",1,"Zero Quant"
"101587","101","7/31/2024","P_026","0","5",0,5,"7/31/2024",1,"Zero Quant"
"101616","106","7/2/2024","P_046","3","150",3,150,"7/2/2024",1,"Discount >"
"101631",,"7/30/2024","P_006","5","20",5,20,"7/30/2024",1,"Null Store"
"101634","101","7/16/2024",,"2","5",2,5,"7/16/2024",1,"Null Produ"
"101669","103","7/3/2024","P_004","5","150",5,150,"7/3/2024",1,"Discount >"
"101672","101","7/3/2024","P_029","0","20",0,20,"7/3/2024",1,"Zero Quant"
"101674","102","7/15/2024","P_006","0","0",0,0,"7/15/2024",1,"Zero Quant"
"101675","101","7/22/2024","P_014","2","150",2,150,"7/22/2024",1,"Discount >"
"101676","104","7/1/2024",,"5","10",5,10,"7/1/2024",1,"Null Produ"
"101690",,"7/8/2024","P_026","4","15",4,15,"7/8/2024",1,"Null Store"
"101693","101","7/25/2024",,"4","20",4,20,"7/25/2024",1,"Null Produ"
"101710","106","2026/13/40","P_026","5","15",5,15,"2026/13/40",1,"Invalid Da"
"101764","106","7/28/2024",,"3","0",3,0,"7/28/2024",1,"Null Produ"
"101771","108","7/4/2024",,"1","0",1,0,"7/4/2024",1,"Null Produ"
"101784","107","2026/13/40","P_016","1","20",1,20,"2026/13/40",1,"Invalid Da"
"101788",,"7/28/2024","P_015","1","5",1,5,"7/28/2024",1,"Null Store"
"101796","107","7/30/2024","P_044","1","150",1,150,"7/30/2024",1,"Discount >"
"101796","107","7/30/2024","P_044","1","150",1,150,"7/30/2024",1,"Discount >"
"101800","101","7/30/2024","P_014","2","150",2,150,"7/30/2024",1,"Discount >"
"101812","106","7/22/2024",,"3","5",3,5,"7/22/2024",1,"Null Produ"
"101873","105","8/26/2024","P_010","0","0",0,0,"8/26/2024",1,"Zero Quant"
"101881","101","8/26/2024",,"2","0",2,0,"8/26/2024",1,"Null Produ"
"101893",,"8/16/2024","P_033","1","0",1,0,"8/16/2024",1,"Null Store"
"101901",,"8/20/2024","P_003","3","20",3,20,"8/20/2024",1,"Null Store"
"101911","105","8/25/2024",,"5","10",5,10,"8/25/2024",1,"Null Produ"
"101919","104","8/12/2024","P_022","5","150",5,150,"8/12/2024",1,"Discount >"
"101927","107","8/14/2024",,"2","15",2,15,"8/14/2024",1,"Null Produ"
"101927","107","8/14/2024",,"2","15",2,15,"8/14/2024",1,"Null Produ"
"101933","105","2026/13/40","P_024","4","0",4,0,"2026/13/40",1,"Invalid Da"
"101937","102","8/6/2024","P_031","0","5",0,5,"8/6/2024",1,"Zero Quant"
"101949","108","8/18/2024",,"2","15",2,15,"8/18/2024",1,"Null Produ"
"101957","108","8/6/2024",,"4","10",4,10,"8/6/2024",1,"Null Produ"
"101972","105","8/16/2024",,"5","0",5,0,"8/16/2024",1,"Null Produ"
"101996","108","8/10/2024",,"1","20",1,20,"8/10/2024",1,"Null Produ"
"102010",,"8/23/2024","P_047","4","0",4,0,"8/23/2024",1,"Null Store"
"102015","102","8/29/2024","P_031","4","150",4,150,"8/29/2024",1,"Discount >"
"102027","104","8/29/2024",,"4","20",4,20,"8/29/2024",1,"Null Produ"
"102031","103","8/28/2024",,"5","15",5,15,"8/28/2024",1,"Null Produ"
"102032","104","8/19/2024","P_017","0","10",0,10,"8/19/2024",1,"Zero Quant"
"102040","108","8/18/2024","P_023","1","150",1,150,"8/18/2024",1,"Discount >"
"102043",,"8/20/2024","P_027","3","5",3,5,"8/20/2024",1,"Null Store"
"102070","104","8/26/2024","P_007","3","150",3,150,"8/26/2024",1,"Discount >"
"102071","104","8/1/2024",,"1","5",1,5,"8/1/2024",1,"Null Produ"
"102081","108","2026/13/40","P_005","4","5",4,5,"2026/13/40",1,"Invalid Da"
"102100",,"8/14/2024","P_043","4","0",4,0,"8/14/2024",1,"Null Store"
"102101",,"8/25/2024","P_010","4","0",4,0,"8/25/2024",1,"Null Store"
"102109",,"8/6/2024","P_042","3","5",3,5,"8/6/2024",1,"Null Store"
"102112","104","8/2/2024","P_001","0","20",0,20,"8/2/2024",1,"Zero Quant"
"102124","105","2026/13/40","P_022","3","20",3,20,"2026/13/40",1,"Invalid Da"
"102137","102","8/15/2024",,"2","5",2,5,"8/15/2024",1,"Null Produ"
"102155","101","2026/13/40","P_025","2","15",2,15,"2026/13/40",1,"Invalid Da"
"102172",,"8/16/2024","P_030","2","10",2,10,"8/16/2024",1,"Null Store"
"102209","102","8/1/2024",,"3","10",3,10,"8/1/2024",1,"Null Produ"
"102238",,"8/9/2024","P_017","2","5",2,5,"8/9/2024",1,"Null Store"
"102248",,"8/10/2024","P_038","4","0",4,0,"8/10/2024",1,"Null Store"
"102270",,"8/26/2024","P_050","4","20",4,20,"8/26/2024",1,"Null Store"
"102295","105","2026/13/40","P_049","4","0",4,0,"2026/13/40",1,"Invalid Da"
"102320",,"9/16/2024","P_008","4","5",4,5,"9/16/2024",1,"Null Store"
"102328","103","9/12/2024","P_009","2","150",2,150,"9/12/2024",1,"Discount >"
"102350","101","9/9/2024","P_039","4","150",4,150,"9/9/2024",1,"Discount >"
"102351","108","9/19/2024","P_019","4","150",4,150,"9/19/2024",1,"Discount >"
"102361","107","9/30/2024",,"1","0",1,0,"9/30/2024",1,"Null Produ"
"102366","106","9/8/2024",,"1","0",1,0,"9/8/2024",1,"Null Produ"
"102374","106","9/14/2024",,"2","15",2,15,"9/14/2024",1,"Null Produ"
"102404",,"9/16/2024","P_047","5","10",5,10,"9/16/2024",1,"Null Store"
"102409","106","9/8/2024",,"4","10",4,10,"9/8/2024",1,"Null Produ"
"102419",,"9/25/2024","P_016","1","5",1,5,"9/25/2024",1,"Null Store"
"102480","101","9/7/2024",,"5","5",5,5,"9/7/2024",1,"Null Produ"
"102509","101","2026/13/40","P_019","3","5",3,5,"2026/13/40",1,"Invalid Da"
"102523","106","9/7/2024","P_048","2","150",2,150,"9/7/2024",1,"Discount >"
"102540","108","9/19/2024",,"2","20",2,20,"9/19/2024",1,"Null Produ"
"102543","104","9/3/2024","P_020","5","150",5,150,"9/3/2024",1,"Discount >"
"102563","102","2026/13/40","P_007","4","0",4,0,"2026/13/40",1,"Invalid Da"
"102574","104","9/2/2024","P_030","0","5",0,5,"9/2/2024",1,"Zero Quant"
"102574","104","9/2/2024","P_030","0","5",0,5,"9/2/2024",1,"Zero Quant"
"102581","104","9/1/2024","P_010","0","0",0,0,"9/1/2024",1,"Zero Quant"
"102594","108","2026/13/40","P_001","4","0",4,0,"2026/13/40",1,"Invalid Da"
"102601","101","9/23/2024","P_047","0","0",0,0,"9/23/2024",1,"Zero Quant"
"102629","107","10/3/2024","P_039","0","0",0,0,"10/3/2024",1,"Zero Quant"
"102633","106","2026/13/40","P_045","5","5",5,5,"2026/13/40",1,"Invalid Da"
"102638","105","10/31/2024",,"1","10",1,10,"10/31/2024",1,"Null Produ"
"102641","104","2026/13/40","P_029","3","15",3,15,"2026/13/40",1,"Invalid Da"
"102645","106","2026/13/40","P_033","5","15",5,15,"2026/13/40",1,"Invalid Da"
"102685",,"10/6/2024","P_028","3","20",3,20,"10/6/2024",1,"Null Store"
"102686","101","10/23/2024",,"2","0",2,0,"10/23/2024",1,"Null Produ"
"102710","102","10/27/2024","P_030","3","150",3,150,"10/27/2024",1,"Discount >"
"102747",,"10/30/2024","P_012","4","0",4,0,"10/30/2024",1,"Null Store"
"102750",,"10/28/2024","P_036","4","20",4,20,"10/28/2024",1,"Null Store"
"102773","102","10/9/2024","P_028","3","150",3,150,"10/9/2024",1,"Discount >"
"102808",,"10/16/2024","P_049","3","15",3,15,"10/16/2024",1,"Null Store"
"102813","101","10/9/2024",,"3","5",3,5,"10/9/2024",1,"Null Produ"
"102822","101","10/21/2024",,"3","0",3,0,"10/21/2024",1,"Null Produ"
"102829","101","2026/13/40","P_005","5","15",5,15,"2026/13/40",1,"Invalid Da"
"102852","108","2026/13/40","P_042","4","5",4,5,"2026/13/40",1,"Invalid Da"
"102879","102","10/4/2024",,"3","0",3,0,"10/4/2024",1,"Null Produ"
"102888","106","2026/13/40","P_048","2","20",2,20,"2026/13/40",1,"Invalid Da"
"102895","104","10/11/2024",,"5","20",5,20,"10/11/2024",1,"Null Produ"
"102925","103","2026/13/40","P_018","4","20",4,20,"2026/13/40",1,"Invalid Da"
"102928","102","10/22/2024",,"3","0",3,0,"10/22/2024",1,"Null Produ"
"102932","104","10/21/2024","P_024","0","15",0,15,"10/21/2024",1,"Zero Quant"
"102933","104","10/8/2024","P_016","0","15",0,15,"10/8/2024",1,"Zero Quant"
"102949","108","10/29/2024",,"2","10",2,10,"10/29/2024",1,"Null Produ"
"102953","106","10/4/2024","P_031","2","150",2,150,"10/4/2024",1,"Discount >"
"102954","103","2026/13/40","P_002","5","5",5,5,"2026/13/40",1,"Invalid Da"
"102959","107","10/31/2024",,"3","20",3,20,"10/31/2024",1,"Null Produ"
"102960","104","10/22/2024",,"3","10",3,10,"10/22/2024",1,"Null Produ"
"102984","107","10/13/2024",,"3","15",3,15,"10/13/2024",1,"Null Produ"
"102987","103","2026/13/40","P_040","5","20",5,20,"2026/13/40",1,"Invalid Da"
"102990","107","10/30/2024","P_048","5","150",5,150,"10/30/2024",1,"Discount >"
"103023","108","10/18/2024",,"4","15",4,15,"10/18/2024",1,"Null Produ"
"103036","106","10/27/2024",,"5","15",5,15,"10/27/2024",1,"Null Produ"
"103058","102","10/20/2024","P_007","0","5",0,5,"10/20/2024",1,"Zero Quant"
"103069",,"10/1/2024","P_041","5","20",5,20,"10/1/2024",1,"Null Store"
"103084","103","10/10/2024","P_035","1","150",1,150,"10/10/2024",1,"Discount >"
"103147","104","2026/13/40","P_023","1","5",1,5,"2026/13/40",1,"Invalid Da"
"103183","104","11/19/2024","P_019","0","15",0,15,"11/19/2024",1,"Zero Quant"
"103195","104","11/7/2024",,"1","10",1,10,"11/7/2024",1,"Null Produ"
"103204","104","11/22/2024","P_027","2","150",2,150,"11/22/2024",1,"Discount >"
"103237",,"11/9/2024","P_041","1","5",1,5,"11/9/2024",1,"Null Store"
"103281",,"11/28/2024","P_016","5","0",5,0,"11/28/2024",1,"Null Store"
"103282","107","2026/13/40","P_020","1","15",1,15,"2026/13/40",1,"Invalid Da"
"103290","104","11/24/2024",,"2","0",2,0,"11/24/2024",1,"Null Produ"
"103301","104","2026/13/40","P_032","2","0",2,0,"2026/13/40",1,"Invalid Da"
"103337",,"11/15/2024","P_048","4","15",4,15,"11/15/2024",1,"Null Store"
"103339","102","2026/13/40","P_007","2","15",2,15,"2026/13/40",1,"Invalid Da"
"103360",,"11/13/2024","P_022","5","5",5,5,"11/13/2024",1,"Null Store"
"103363","106","11/30/2024",,"5","5",5,5,"11/30/2024",1,"Null Produ"
"103384","102","11/15/2024","P_015","0","15",0,15,"11/15/2024",1,"Zero Quant"
"103389","106","11/12/2024",,"2","20",2,20,"11/12/2024",1,"Null Produ"
"103410","108","11/29/2024",,"2","0",2,0,"11/29/2024",1,"Null Produ"
"103441","106","11/13/2024","P_026","4","150",4,150,"11/13/2024",1,"Discount >"
"103476","104","11/27/2024",,"5","0",5,0,"11/27/2024",1,"Null Produ"
"103476","104","11/27/2024",,"5","0",5,0,"11/27/2024",1,"Null Produ"
"103495","103","2026/13/40","P_027","4","15",4,15,"2026/13/40",1,"Invalid Da"
"103505","108","11/16/2024",,"3","5",3,5,"11/16/2024",1,"Null Produ"
"103509","102","11/23/2024",,"4","15",4,15,"11/23/2024",1,"Null Produ"
"103529","104","11/6/2024","P_003","0","0",0,0,"11/6/2024",1,"Zero Quant"
"103557","105","2026/13/40","P_018","5","15",5,15,"2026/13/40",1,"Invalid Da"
"103572","108","11/25/2024",,"2","20",2,20,"11/25/2024",1,"Null Produ"
"103660",,"12/25/2024","P_033","4","15",4,15,"12/25/2024",1,"Null Store"
"103679","101","2026/13/40","P_042","3","10",3,10,"2026/13/40",1,"Invalid Da"
"103683","104","12/28/2024","P_041","2","150",2,150,"12/28/2024",1,"Discount >"
"103697","101","12/17/2024","P_008","2","150",2,150,"12/17/2024",1,"Discount >"
"103702","105","2026/13/40","P_045","3","0",3,0,"2026/13/40",1,"Invalid Da"
"103716",,"12/11/2024","P_045","2","10",2,10,"12/11/2024",1,"Null Store"
"103730",,"12/8/2024","P_023","5","20",5,20,"12/8/2024",1,"Null Store"
"103745",,"12/9/2024","P_015","4","20",4,20,"12/9/2024",1,"Null Store"
"103746","106","12/2/2024",,"3","10",3,10,"12/2/2024",1,"Null Produ"
"103761","107","12/21/2024",,"4","20",4,20,"12/21/2024",1,"Null Produ"
"103792","105","12/15/2024","P_015","2","150",2,150,"12/15/2024",1,"Discount >"
"103811",,"12/30/2024","P_022","2","5",2,5,"12/30/2024",1,"Null Store"
"103812","101","12/21/2024",,"3","20",3,20,"12/21/2024",1,"Null Produ"
"103824","103","12/8/2024",,"5","20",5,20,"12/8/2024",1,"Null Produ"
"103844","102","12/26/2024","P_036","4","150",4,150,"12/26/2024",1,"Discount >"
"103850","104","12/21/2024","P_015","0","20",0,20,"12/21/2024",1,"Zero Quant"
"103860","108","12/26/2024","P_044","3","150",3,150,"12/26/2024",1,"Discount >"
"103900","102","12/13/2024","P_023","1","150",1,150,"12/13/2024",1,"Discount >"
"103928","106","12/6/2024","P_042","2","150",2,150,"12/6/2024",1,"Discount >"
"103928","106","12/6/2024","P_042","2","150",2,150,"12/6/2024",1,"Discount >"
"103953","106","2026/13/40","P_042","3","10",3,10,"2026/13/40",1,"Invalid Da"
"103953","106","2026/13/40","P_042","3","10",3,10,"2026/13/40",1,"Invalid Da"
"103972","104","2026/13/40","P_004","1","10",1,10,"2026/13/40",1,"Invalid Da"
"103978","106","12/17/2024","P_002","0","15",0,15,"12/17/2024",1,"Zero Quant"
"103999","105","12/29/2024",,"3","5",3,5,"12/29/2024",1,"Null Produ"
"104023",,"12/22/2024","P_048","4","20",4,20,"12/22/2024",1,"Null Store"
"104028","107","12/8/2024",,"5","15",5,15,"12/8/2024",1,"Null Produ"
"104054","101","12/15/2024",,"3","0",3,0,"12/15/2024",1,"Null Produ"
"104068","102","1/11/2025",,"1","5",1,5,"1/11/2025",1,"Null Produ"
"104068","102","1/11/2025",,"1","5",1,5,"1/11/2025",1,"Null Produ"
"104080",,"1/11/2025","P_008","2","15",2,15,"1/11/2025",1,"Null Store"
"104096","101","1/4/2025","P_043","3","150",3,150,"1/4/2025",1,"Discount >"
"104102","105","1/26/2025",,"5","5",5,5,"1/26/2025",1,"Null Produ"
"104142","103","1/22/2025","P_008","0","10",0,10,"1/22/2025",1,"Zero Quant"
"104144",,"1/16/2025","P_047","5","10",5,10,"1/16/2025",1,"Null Store"
"104146",,"1/4/2025","P_044","4","5",4,5,"1/4/2025",1,"Null Store"
"104159","105","1/12/2025",,"1","5",1,5,"1/12/2025",1,"Null Produ"
"104162","106","1/13/2025",,"2","5",2,5,"1/13/2025",1,"Null Produ"
"104184",,"1/18/2025","P_003","2","0",2,0,"1/18/2025",1,"Null Store"
"104203","104","1/1/2025",,"4","5",4,5,"1/1/2025",1,"Null Produ"
"104213","103","2026/13/40","P_020","1","10",1,10,"2026/13/40",1,"Invalid Da"
"104214","108","2026/13/40","P_026","2","15",2,15,"2026/13/40",1,"Invalid Da"
"104258","107","1/17/2025","P_010","3","150",3,150,"1/17/2025",1,"Discount >"
"104298","104","1/8/2025",,"4","5",4,5,"1/8/2025",1,"Null Produ"
"104300",,"1/10/2025","P_015","4","10",4,10,"1/10/2025",1,"Null Store"
"104302","103","1/8/2025","P_018","0","15",0,15,"1/8/2025",1,"Zero Quant"
"104302","103","1/8/2025","P_018","0","15",0,15,"1/8/2025",1,"Zero Quant"
"104306","108","2026/13/40","P_039","4","15",4,15,"2026/13/40",1,"Invalid Da"
"104338","102","1/27/2025","P_024","2","150",2,150,"1/27/2025",1,"Discount >"
"104358","101","1/28/2025","P_036","4","150",4,150,"1/28/2025",1,"Discount >"
"104394","108","1/29/2025",,"2","20",2,20,"1/29/2025",1,"Null Produ"
"104411","108","1/4/2025",,"4","0",4,0,"1/4/2025",1,"Null Produ"
"104414","107","1/5/2025",,"2","20",2,20,"1/5/2025",1,"Null Produ"
"104414","107","1/5/2025",,"2","20",2,20,"1/5/2025",1,"Null Produ"
"104435","103","1/28/2025","P_007","3","150",3,150,"1/28/2025",1,"Discount >"
"104446","108","2026/13/40","P_028","2","5",2,5,"2026/13/40",1,"Invalid Da"
"104446","108","2026/13/40","P_028","2","5",2,5,"2026/13/40",1,"Invalid Da"
"104470","105","1/19/2025",,"1","5",1,5,"1/19/2025",1,"Null Produ"
"104475","102","1/15/2025","P_006","0","5",0,5,"1/15/2025",1,"Zero Quant"
